"","depcom","id_ea","principal","numero","repetition","complement","type_voie","libelle","rivoli","categorie","type","nombre_logements","actualité","numero_permis","commentaire","x","y","cle"
"73",93010,930100001079925,"O",20,NA,NA,"R","BOREL",750,"HABIT",23,85,2,"PC9301022B0016","MAIRIE 27/03/2024: idem¶MAIRIE 31/10/2023: travaux non commencés, donc pas de péremption de l'EA¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 09/12/2022: Une EA existe déjà à cette adresse, et plusieurs EA existent déjà sur les parcelles cadastrales concernées. Il y a un PD rattaché à ce PC (PD9301021B0008) qui indique 9 habitations à démolir.¶Faut-il périmer l'ancienne EA du 20 rue Borel et conserver la nouvelle ? Merci de faire les modifications nécessaires.",662358,6867673.1,"73"
"74",93010,930100000718118,"O",1,NA,NA,"R","DE VERSAILLES",9625,"HABIT",23,20,2,"PC9301016B0069","MAIRIE 29/04/2024: idem¶MAIRIE 10/11/2023: les travaux semblent abandonnés.¶MAIRIE 11/04/2023: idem¶MAIRIE 09/12/2022: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  ¶INSEE 23/02/2018:  Vérifier l'actualité et le positionnement de l'EA¶MAIRIE 21/06/2018:  Travaux pas encore commencés. L'emplacement est correcte sur la carte, terrain d'angle situé 1 r de Versailles et 27 av. H. Varagnat.¶MAIRIE 04/04/2019: J'ai vu le propriétaire qui habite dans le pavillon du 1 r Versailles/27 av. H Varagnat (le n° 1 n'est pas affiché et il n'y a pas véritablement d'entrée dans la rue de Versailles). Les travaux ne sont pas encore commencés pour des problèmes de finances. Le PC est affiché mais effacé.¶MAIRIE 19/06/2020:  demande de prolongation de PC travaux vont bientôt démarrer.¶¶PC9301016B0069T01 travaux  n'ont pas démarrer mais beaucoup de matériel stocké ( plaques isolation)",662146.86016,6868437.31522,"74"
"75",93010,930100001063689,"O",26,NA,NA,"R","DU BON AIR",720,"HABIT",21,1,3,"PC9301022B0004","MAIRIE 02/05/2024: on ne voit plus que la maison devant en voie de finition. Je périme l'EA de l'ancien logement. toujours occupation terrain DIRIF mais pour les éléments de chantiers.¶MAIRIE 10/11/2023: vu le gardien du site. Il y a bien un logement habitable, derrière une construction en voie d'achévement + une occupation de la dépendance DIRIF.¶MAIRIE 28/02/2023: terrain en longueur, pas d'accès, parpaings dans zone non cadastrée. ¶INSEE 06/09/2022: EAAC 1er flux 22-23 PC autorisé pour la construction d'une maison individuelle.¶Il existe déjà une EA à la même adresse que devient-elle.¶Avant de rendre habitable merci de vérifier l'adresse exacte attribuée à cette maison.",661698.22116,6868594.62281,"75"
"76",93010,930100001098140,"O",25,NA,NA,"R","DU CYCLE",1590,"HABIT",21,1,2,"PC9301020B0042","INSEE 07/04/2023: Deux EA existent déjà à cette adresse (1 EA habitable et 1 EA en travaux commencés). Le permis indique 'construction nouvelle : pavillon neuf'.   Merci de vérifier le positionnement et l'actualité de l'entité adressée (parcelle cadastrale 0T0188 non trouvée en date d'aujourd'hui). Si l'EA habitable n'existe plus, merci de la périmer (terrain nu en satellite et sur Maps).",663067,6867346.6,"76"
"77",93010,930100001016978,"O",2,NA,NA,"AV","DE LA VILLAGEOISE",9650,"HABIT",21,1,3,"PC9301020B0041","MAIRIE 22/11/2024: idem¶MAIRIE 27/03/2024: zone vide¶MAIRIE 31/10/2023: travaux commencés¶MAIRIE 11/04/2023: idem¶MAIRIE 15/11/2022: idem¶MAIRIE 30/03/2022: rien (pelouse)¶INSEE 11/02/2022: Suite PC 3ème flux 21-22 création de l'EA sur existant.¶D'après descriptif : Construction d'une maison individuelle de 190 m² habitables sur trois niveaux (R+2) - Que devient l'ancien bâti au 2 avenue de la Villageoise ? détruite ? rénovation ? si pas habitable il faudra la périmer et garder l'EA avec le PC|",662416.4,6867956.1,"77"
"78",93010,930100000273040,"O",6,NA,NA,"ALL","MARCEL SEMBAT",6130,"HABIT",21,1,3,"PC9301015B0065","MAIRIE 29/04/2024: demande de dégroupement 4B, le 6 est en travaux abandonnés. Et le 6B est inhabité. Il s'agit de 3 parcelles différentes.¶MAIRIE 25/10/2023: idem¶MAIRIE 03/03/2023: idem¶MAIRIE 09/12/2022: idem¶MAIRIE 30/03/2022: idem¶MAIRIE 03/03/2021:  travaux abandonnés???¶MAIRIE 04/11/2020:  maison de deux étages en cours de construction ( murs en brique)  mais les travaux semblent abandonnés¶INSEE LE 12/12/16 : merci de vérifier l'actualité de ce pc. Il existe déjà un pc actu 2 sur cette EA.¶MAIRIE 25/03/2019: un petit bâtiment de 2 étages se construit entre la maison du n° 4 et celle du n° 6. La maison au n° 4 est habitée, les travaux du petit bâtiment sont stoppés d'après une voisine et la maison du n° 6 est couverte de bâches suite à des problèmes avec la nouvelle construction d'à côté. Aucun PC n'est affiché",663082.1,6866824.1,"78"
"79",93010,930100001201196,"O",4,NA,NA,"R","DES CINQ ORMES",1520,"HABIT",23,3,2,"PC9301021B0059","INSEE 26/11/2024: Suite 2ème flux permis 2024-2025, nous recevons un permis autorisé sur construction existante (Descriptif des travaux : rénovation lourde et extension du collège Henri Sellier). Le permis indique également 3 logements créés.   ¶Une EA habitable existe déjà au 4 rue des Cinq Ormes (parcelle 0V0107).   ¶Faut-il modifier le nombre de logements de l’EA existante, une fois les travaux terminés ?  Faut-il modifier l'adresse de la nouvelle EA et conserver l'ancienne ? ¶Merci de faire les modifications nécessaires.",662790.71482,6866860.36737,"79"
"80",93010,930100001137275,"O",2,NA,"HALL AFFLUENCE","R","JULIE-VICTOIRE DAUBIE",NA,"HABIT",23,0,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶MAIRIE 29/04/2024: en travaux¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662072.86974,6867236.29642,"80"
"81",93010,930100001137274,"O",5,NA,"HALL LIBERTE","ALL","GEORGES SAND",4152,"HABIT",23,187,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 sur les 5 autres EA (2 et 4 rue Daubié, 34-36 et 38-40 et 42 av Maréchal de Lattre de Tassigny).¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662082.75162,6867364.06006,"81"
"82",93010,930100001137276,"O",4,NA,"HALL CONFIANCE","R","JULIE-VICTOIRE DAUBIE",NA,"HABIT",23,0,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶MAIRIE 29/04/2024: en travaux¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662099.97769,6867232.19771,"82"
"83",93010,930100001137279,"O",34,NA,"34-36  HALLS PARTAGE & SYMPHONIE","AV","DU MAL DE LATTRE DE TASSIGNY",6155,"HABIT",23,0,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶MAIRIE 18/04/2024: 2 étages dressés. 1 an de travaux.¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662114.95303,6867357.18338,"83"
"84",93010,930100001137278,"O",38,NA,"38-40 -HALLS FRATERNITE HARMONIE","AV","DU MAL DE LATTRE DE TASSIGNY",6155,"HABIT",23,0,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶MAIRIE 22/11/2024: travaux en cours 1 an¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶MAIRIE 18/04/2024: 2 étages dressés / 1 an de travaux¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662117.06094,6867318.7429,"84"
"85",93010,930100001137277,"O",42,NA,"HALL EQUILIBRE","AV","DU MAL DE LATTRE DE TASSIGNY",6155,"HABIT",23,0,3,"PC9301019B0065","INSEE 23/12/2024: Modificatif permis : merci de vérifier le nombre de logements de chaque bâtiment.¶MAIRIE 22/11/2024: travaux en cours 1 an¶INSEE 16/09/2024: Suite 1er flux permis 2024-2025, actu 3 (travaux commencés). Pour rappel, merci de nous indiquer la répartition des 187 logements par bâtiment quand la répartition sera connue. ¶MAIRIE 18/04/2024: 2 étages dressés un an de travaux¶INSEE 02/11/2023: Merci de nous indiquer la répartition des 187 logements quand elle sera connue. Par défaut, nous avons mis les 187 logements au 5 allée Georges Sand, et 0 logement sur les 5 autres EA (2 + 4 rue Daubié, 34-36 + 38-40 + 42 av Maréchal de Lattre de Tassigny).¶¶MAIRIE 31/10/2023: demande de dégroupement : 5 rue georges sand (hall liberté) / 2 rue Daubié (hall afluence) / 4 rue Daubié (hall confiance)¶42 mal de lattre de tassigny (hall équilibre)¶38/40 mal de lattre de tassigny (halls fraternité et harmonie)¶34/36 mal de lattre de tassigny (halls partage et symphonie)¶MAIRIE 11/04/2023: travaux commencés¶MAIRIE 07/12/2022: travaux non commencés¶MAIRIE 30/03/2022: idem¶INSEE 28/10/2021: Suite PC 2ème flux 21-22 création de l'EA nouvelle pour 187 logts - Vu sur google maps image de Mars 2021 : Démolition des logts du 38 au 48 av de Lattre de Tassigny : sur Rorcal les EA du 38 au 48 sont bien périmées.",662117.53178,6867270.51005,"85"
"86",93010,930100001081980,"O",8,NA,NA,"R","DE L'EGALITE",3121,"HABIT",21,1,3,"PC9301021B0081","INSEE 14/01/2025: RP 2025, suite à la fiche navette du 8 rue de l'égalité, ce permis semble est habitable. Merci de vérifier et de périmer l'EA afin d'éviter un doublon. ¶MAIRIE 02/05/2024: idem¶MAIRIE 10/11/2023: nouvelle maison. 6 mois de travaux à prévoir.¶INSEE 04/01/2023: Une EA existe déjà à cette adresse. Faut-il modifier le nombre de logements de l'EA existante, une fois les travaux terminés ? ¶Merci de faire les modifications nécessaires.",661525.1,6866695.8,"86"
"87",93010,930100000775238,"O",27,NA,NA,"RTE","DE VILLEMOMBLE",9670,"HABIT",23,7,3,NA,"INSEE 18/02/2025: RP 2025, FN, merci de renseigner le numéro de permis, immeuble en travaux.¶INSEE 03/02/2025: FN 2025¶INSEE 09/06/2022: Suite appel téléphonique avec mairie numérotation changée de 2 r Saint Louis Prolongée en 27 rue de Villemomble.¶MAIRIE 28/01/2022: pas de porte au 2 mais route de villemonble.pas de numérotation.¶MAIRIE 10/03/2021:  Travaux toujours en cours¶MAIRIE 22/10/2020: TRAVAUX TOUJOURS ENCOURS PORTE ET FENÊTRES POSÉES PAS DE RAVALEMENT ¶INSEE 20/11/2018: Création EA 2 eme flux de PC.Une EA excite déjà merci de périmée si nécessaire¶MAIRIE 21/03/2019: J'ai périmé l'ancienne maison. La construction d'un immeuble de 4 étages a commencé, j'ai vu les ouvriers au travail, la personne qui est venue me parler ne savait pas à quelle période les travaux seraient terminés.",662688.87253,6865778.63496,"87"
"88",93010,930100001079815,"O",3,NA,NA,"R","BORDIER",740,"HABIT",23,6,0,"PC9301021B0094","INSEE 14/05/2025: Merci de vérifier le nombre de logements de cette entité adressée (le nombre de logements actuel ne correspond pas au commentaire, ni au permis).¶MAIRIE 18/04/2024: reste 3 mois (peinture façade) à vue de nez 4 lgts / permis affiché se termine par 52¶MAIRIE 03/03/2023: travaux non commencés (pas d'affiche)¶INSEE 08/12/2022: Une EA existe déjà à cette adresse. Le PC indique 'rénovation et extension d'une maison avec la création d'un logement R+1+C'.¶Dans ce cas, une fois les travaux terminés, merci de modifier le nombre de logement de l'EA existante. Sinon, merci de faire les modifications nécessaires selon le cas.",662162.4,6866636.5,"88"
"89",93010,930100000010030,"O",24,NA,"24-28","R","AUGUSTE POLISSARD",75,"HABIT",23,61,0,NA,"INSEE 23/05/2025: Cet immeuble semble contenir plusieurs bâtiments. Si l'entité adressée est dégroupable, merci de nous indiquer l'adressage exact de chaque hall/bâtiment, ainsi que la répartition des logements par hall/bâtiment.¶INSEE 19/01/2021: Vu expertise échantillon 2021¶",661901.06226,6867208.41825,"89"
"90",93010,930100001227589,"O",5,NA,NA,"R","ARETHA FRANKLIN",63,"HABIT",23,16,4,"PC9301020B0069","MAIRIE 21/05/2025: suite à vérification permis. 5 franklin = 16 / 7 franklin = 39 / 25 chemin latéral = 30 / 6 rue simone veil = 19¶MAIRIE 21/05/2025: dégroupement complémentaire 5 Aretha Franklin = 40 BAL / 25 chemin latéral = 30  BAL¶manque 3 BAL à retrouver.¶MAIRIE 18/04/2024: dégroupement, 25 ch Latéral = 30 BAL / 6 simone veil =20 BAL ¶MAIRIE 26/10/2023: voir dans 1 mois¶MAIRIE 11/04/2023: en voie de finition pas d'accès¶INSEE 16/12/2022: Avant de rendre habitable, merci de bien vouloir nous communiquer l'adressage exact, ainsi que la répartition des logements au sein des bâtiments (dégroupement).¶MAIRIE 07/12/2022: 21-33 Rue chemin latéral travaux en cours emplacement du panneau¶MAIRIE 19/05/2022: l'adressage se fera sur Simone Veil¶MAIRIE 16/11/2021: pas d'adressage encore.¶INSEE 23/09/2021: Création EA suite PC 1ERFLUX 21-22",661625.34041,6867667.92687,"90"
"91",93010,930100001227590,"O",7,NA,NA,"R","ARETHA FRANKLIN",63,"HABIT",23,39,4,"PC9301020B0069","MAIRIE 21/05/2025: suite à vérification permis. 5 franklin = 16 / 7 franklin = 39 / 25 chemin latéral = 30 / 6 rue simone veil = 19¶MAIRIE 21/05/2025: dégroupement complémentaire 5 Aretha Franklin = 40 BAL / 25 chemin latéral = 30  BAL¶manque 3 BAL à retrouver.¶MAIRIE 18/04/2024: dégroupement, 25 ch Latéral = 30 BAL / 6 simone veil =20 BAL ¶MAIRIE 26/10/2023: voir dans 1 mois¶MAIRIE 11/04/2023: en voie de finition pas d'accès¶INSEE 16/12/2022: Avant de rendre habitable, merci de bien vouloir nous communiquer l'adressage exact, ainsi que la répartition des logements au sein des bâtiments (dégroupement).¶MAIRIE 07/12/2022: 21-33 Rue chemin latéral travaux en cours emplacement du panneau¶MAIRIE 19/05/2022: l'adressage se fera sur Simone Veil¶MAIRIE 16/11/2021: pas d'adressage encore.¶INSEE 23/09/2021: Création EA suite PC 1ERFLUX 21-22",661624.46058,6867685.76545,"91"
"92",93010,930100001227591,"O",25,NA,NA,"CHE","LATERAL",5109,"HABIT",23,30,4,"PC9301020B0069","MAIRIE 21/05/2025: suite à vérification permis. 5 franklin = 16 / 7 franklin = 39 / 25 chemin latéral = 30 / 6 rue simone veil = 19¶MAIRIE 21/05/2025: dégroupement complémentaire 5 Aretha Franklin = 40 BAL / 25 chemin latéral = 30  BAL¶manque 3 BAL à retrouver.¶MAIRIE 18/04/2024: dégroupement, 25 ch Latéral = 30 BAL / 6 simone veil =20 BAL ¶MAIRIE 26/10/2023: voir dans 1 mois¶MAIRIE 11/04/2023: en voie de finition pas d'accès¶INSEE 16/12/2022: Avant de rendre habitable, merci de bien vouloir nous communiquer l'adressage exact, ainsi que la répartition des logements au sein des bâtiments (dégroupement).¶MAIRIE 07/12/2022: 21-33 Rue chemin latéral travaux en cours emplacement du panneau¶MAIRIE 19/05/2022: l'adressage se fera sur Simone Veil¶MAIRIE 16/11/2021: pas d'adressage encore.¶INSEE 23/09/2021: Création EA suite PC 1ERFLUX 21-22",661669.37919,6867706.53439,"92"
"93",93010,930100001227592,"O",6,NA,NA,"R","SIMONE VEIL",8529,"HABIT",23,19,4,"PC9301020B0069","MAIRIE 21/05/2025: suite à vérification permis. 5 franklin = 16 / 7 franklin = 39 / 25 chemin latéral = 30 / 6 rue simone veil = 19¶MAIRIE 21/05/2025: dégroupement complémentaire 5 Aretha Franklin = 40 BAL / 25 chemin latéral = 30  BAL¶manque 3 BAL à retrouver.¶MAIRIE 18/04/2024: dégroupement, 25 ch Latéral = 30 BAL / 6 simone veil =20 BAL ¶MAIRIE 26/10/2023: voir dans 1 mois¶MAIRIE 11/04/2023: en voie de finition pas d'accès¶INSEE 16/12/2022: Avant de rendre habitable, merci de bien vouloir nous communiquer l'adressage exact, ainsi que la répartition des logements au sein des bâtiments (dégroupement).¶MAIRIE 07/12/2022: 21-33 Rue chemin latéral travaux en cours emplacement du panneau¶MAIRIE 19/05/2022: l'adressage se fera sur Simone Veil¶MAIRIE 16/11/2021: pas d'adressage encore.¶INSEE 23/09/2021: Création EA suite PC 1ERFLUX 21-22",661697.10595,6867682.45775,"93"
"94",93010,930100001227593,"O",0,NA,"19 LOGTS RESTANTS PC9301020B0069","CHE","LATERAL",5109,"HABIT",23,19,4,"PC9301020B0069","INSEE 23/05/2025: Suite au dégroupement, il reste 19 logts par rapport au permis (123 logts dans le permis Vs 104 logts répartis sur les 4 adresses citées ci-dessous). Merci de modifier l'adressage pour ces 19 logts restants. ¶MAIRIE 21/05/2025: suite à vérification permis. 5 franklin = 16 / 7 franklin = 39 / 25 chemin latéral = 30 / 6 rue simone veil = 19¶MAIRIE 21/05/2025: dégroupement complémentaire 5 Aretha Franklin = 40 BAL / 25 chemin latéral = 30  BAL¶manque 3 BAL à retrouver.¶MAIRIE 18/04/2024: dégroupement, 25 ch Latéral = 30 BAL / 6 simone veil =20 BAL ¶MAIRIE 26/10/2023: voir dans 1 mois¶MAIRIE 11/04/2023: en voie de finition pas d'accès¶INSEE 16/12/2022: Avant de rendre habitable, merci de bien vouloir nous communiquer l'adressage exact, ainsi que la répartition des logements au sein des bâtiments (dégroupement).¶MAIRIE 07/12/2022: 21-33 Rue chemin latéral travaux en cours emplacement du panneau¶MAIRIE 19/05/2022: l'adressage se fera sur Simone Veil¶MAIRIE 16/11/2021: pas d'adressage encore.¶INSEE 23/09/2021: Création EA suite PC 1ERFLUX 21-22",661672.57573,6867689.48164,"94"
